"USECODE","FUELTYPE","AREASQ"
"101","Gas",1260
"101","Gas",1608
"105","Gas",3957
"101","Gas",988
"101","Oil",2208
"101","Oil",1423
"101","Gas",2300
"101","Oil",1512
"101","Oil",1830
"101","Gas",1052
"101","Oil",1309
"101","Oil",1404
"101","Gas",2033
"101","Oil",1357
"101","Gas",2301
"101","Gas",2248
"101","Gas",1814
"101","Gas",1157
"101","Gas",1800
"101","Gas",850
"101","Gas",1645
"101","Oil",703
"104","Gas",1995
"101","Gas",1144
"101","Oil",2108
"101",NA,1536
"104","Gas",1856
"101","Gas",2340
"101","Oil",1236
"101","Gas",1232
"101","Coal or Wood",806
"101","Oil",2058
"101","Gas",1276
"101","Gas",2128
"101","Gas",2128
"101","Gas",2128
"101","Gas",2128
"101","Oil",2002
"101","Oil",2047
"101","Gas",3074
"101","Oil",2181
"101","Oil",1530
"101","Gas",1376
"101","Oil",940
"101","Oil",1744
"101","Oil",1207
"101","Oil",1248
"101","Oil",1587
"101","Gas",1588
"101","Oil",2036
"101","Gas",2604
"111","Electric",3664
"101","Oil",2175
"101","Gas",2710
"104","Oil",2860
"101","Gas",3851
"101","Oil",1056
"101","Gas",1696
"101","Gas",1248
"105","Gas",3013
"101","Oil",1345
"104","Electric",1928
"104","Oil",2160
"101","Gas",1846
"101","Gas",1344
"104","Gas",1847
"101","Oil",2544
"101","Oil",1348
"101","Gas",1752
"101","Gas",1600
"101","Oil",2582
"101","Oil",1362
"101","Gas",1655
"101","Oil",1202
"101","Oil",1512
"101","Oil",1592
"101","Gas",2394
"101","Gas",912
"101","Gas",2734
"101","Gas",1107
"101","Oil",2723
"101","Gas",2279
"105","Gas",4627
"104","Gas",2232
"101","Gas",3088
"101","Gas",1092
"101","Oil",1152
"101","Gas",2436
"101","Gas",1092
"101","Gas",2320
"104","Oil",4492
"101","Gas",1495
"101","Gas",912
"101","Gas",1056
"101","Gas",1344
"101","Oil",3478
"104","Oil",2970
"101","Gas",1156
"101","Gas",1454
"101","Electric",1400
"101","Oil",1272
"101","Oil",1400
"101","Oil",875
"101","Oil",1824
"101","Gas",1388
"101","Oil",1144
"101","Gas",2798
"101","Gas",2249
"101","Gas",2254
"101","Gas",2254
"101","NONE",2254
"101","NONE",2254
"104","Oil",1524
"101","Gas",1828
"101","Gas",4160
"101","Gas",2944
"101","Gas",1720
"101","Electric",1352
"101","Oil",1962
"101","Gas",1800
"101","Gas",3068
"101","Oil",1144
"101","Oil",1200
"071","Oil",2040
"101","Oil",2118
"104","Gas",1560
"101","Gas",5628
"101","Oil",1854
"101","Oil",1854
"101","Oil",1854
"101","Oil",1854
"101","Gas",2496
"101","Oil",1008
"101","Oil",1020
"101","Oil",1717
"101","Oil",2080
"101","Gas",3911
"101","Oil",1782
"101","Oil",1632
"101","Oil",1640
"101","Oil",1040
"101","Oil",1632
"111","Oil",4428
"104","Gas",2786
"104","Gas",2786
"104","Gas",2786
"104","Gas",2786
"101","Gas",3110
"101","Oil",1536
"101","Oil",2132
"101","Oil",2389
"101","Oil",1529
"101","Oil",1008
"101","Oil",1248
"101","Oil",2280
"101","Oil",2280
"101","Oil",2280
"101","Oil",2280
"101","Oil",1782
"101","Gas",1377
"101","Gas",1308
"101","Gas",2415
"101","Oil",2146
"111","Oil",5790
"111","Oil",5790
"111","Oil",5790
"111","Oil",5790
"101","Oil",995
"101","Gas",1364
"104","Oil",2289
"101","Electric",1904
"101","Gas",1515
"970","Oil",2428
"101","Gas",2110
"101","Oil",1056
"101","Gas",1344
"101","Oil",1176
"101","Electric",1604
"104","Gas",2734
"104","Gas",2734
"104","Gas",2734
"104","Gas",2734
"104","Gas",2734
"104","Gas",2734
"104","Gas",2734
"104","Gas",2734
"104","Gas",2734
"101","Gas",2114
"104","Gas",2178
"104","Gas",1968
"101","Oil",1100
"101","Gas",1104
"101","Oil",1694
"101","Oil",1288
"101","Oil",1305
"101","Gas",2016
"101","Oil",1757
"101",NA,1288
"101","Oil",1466
"101","Gas",1280
"101","Oil",1260
"101","Oil",1440
"101","Oil",2350
"101","Oil",1280
"101","Oil",2356
"104","Gas",2040
"101","Oil",3512
"101","Gas",1812
"101","Oil",2372
"101","Oil",2372
"101","Oil",2372
"101","Oil",2372
"101","Oil",2372
"101","Oil",2372
"101","Oil",2372
"101","Oil",2372
"101","Oil",2372
"101","Oil",1092
"101","Oil",1214
"101","Oil",1404
"101","Gas",982
"101","Gas",1164
"101","Gas",1164
"101","Gas",1164
"101","Gas",1164
"101","Oil",1176
"101","Oil",1176
"101","Coal or Wood",1020
"101","Oil",1754
"101","Gas",1028
"101","Oil",1512
"101","Gas",1631
"101","Gas",4314
"101","Gas",1920
"101","Oil",1956
"101","Gas",1260
"101","Electric",1940
"101","Oil",2332
"101","Oil",1704
"101","Gas",1296
"101","Electric",1086
"109","Oil",1458
"109","Oil",504
"101","Gas",1896
"101","Oil",1059
"101","Electric",1101
"101","Oil",1560
"104","Gas",2637
"101","Gas",3244
"101","Oil",1610
"101","Oil",1620
"101","Oil",1200
"101","Oil",2112
"101","Oil",1344
"101","Oil",1248
"101","Gas",1650
"101","Oil",1278
"101","Gas",828
"101","Oil",1750
"101","Gas",3197
"101","Gas",3197
"101","Gas",3197
"101","Gas",3197
"101","Oil",2579
"101","Gas",1680
"101","Oil",3284
"101","Oil",1123
"101","Oil",1164
"101","Oil",1152
"101","Gas",2972
"101",NA,1234
"101","Gas",1352
"101",NA,1904
"101",NA,1904
"101","Gas",1904
"101","Gas",1904
"101","Gas",1400
"101","Oil",1166
"101","Oil",1044
"101","Gas",1013
"104","Gas",2464
"104","Oil",1664
"105","Oil",2816
"101","Oil",1008
"104","Gas",2628
"101","Gas",1513
"104","Oil",2070
"101","Gas",1332
"101","Oil",1116
"101","Gas",3271
"101","Gas",3271
"101","Gas",3271
"101","Gas",3271
"101","Gas",3127
"101","Gas",1800
"101","Oil",1410
"101","Gas",1582
"101","Oil",2322
"101","Gas",1113
"101","Oil",1984
"101","Oil",1428
"101","Oil",1376
"101","Oil",2884
"101","Oil",1188
"101","Gas",1420
"101","Gas",1953
"101","Gas",1152
"101","Oil",1008
"101","Oil",2594
"101","Gas",2458
"101","Gas",1746
"104","Gas",2198
"105","Gas",2448
"101","Oil",720
"101","Gas",1887
"101","Oil",1184
"101","Oil",1184
"101","Oil",1184
"101","Oil",1184
"104","Gas",1952
"101","Gas",1560
"101","Oil",1561
"101","Gas",2304
"104","Oil",2777
"101","Oil",1296
"104","Gas",2108
"101","Oil",1822
"105","Gas",3300
"104","Gas",2805
"101","Gas",2781
"101","Oil",1442
"101","Gas",3328
"101","Gas",3505
"101","Oil",1092
"101","Oil",1250
"101","Gas",2788
"101","Gas",2070
"104","Gas",2532
"101","Gas",2205
"104","Oil",1921
"101","Oil",1632
"101","Gas",1904
"101","Gas",1054
"101","Gas",1782
"101","Gas",2504
"101","Oil",1640
"104","Oil",2264
"104","Oil",1976
"111","Gas",3354
"101","Oil",1412
"101","Gas",2346
"101","Gas",919
"101","Gas",1456
"101","Oil",2368
"101","Oil",2368
"101","Oil",2368
"101","Oil",2368
"104","Oil",1935
"101","Gas",1224
"101","Gas",3276
"101","Gas",3276
"101","Gas",3276
"101","Gas",3276
"101","Gas",2240
"101","Oil",1664
"101","Oil",1664
"101","Oil",1664
"101","Oil",1664
"101","Oil",2110
"101","Oil",1771
"101","Oil",1730
"101","Oil",1008
"101","Gas",2447
"101","Gas",1037
"104","Gas",2492
"101","Gas",1656
"104","Oil",2157
"101","Gas",1373
"101","Oil",816
"101","Oil",2484
"101","Gas",1479
"101","Oil",1504
"101","Oil",1356
"101","Oil",945
"101","Gas",1428
"101","Gas",1512
"101","Gas",2284
"104","Electric",1666
"104","Gas",2616
"101","Electric",1512
"101","Oil",1982
"101","Oil",1620
"104","Oil",1558
"101","Electric",3496
"101","Gas",984
"101","Gas",1440
"101","Gas",1278
"104","Gas",2788
"101","Gas",1260
"101","Gas",2620
"101","Gas",1972
"101","Oil",1330
"101","Gas",2452
"101","Gas",1902
"101","Oil",972
"101","Oil",1664
"104","Gas",2298
"101","Oil",2254
"101","Gas",1960
"101","Gas",4414
"101","Gas",2072
"101","Oil",866
"101","Gas",2806
"101","Oil",1082
"101","Electric",1838
"101","Oil",3157
"101","Gas",1811
"101","Oil",1800
"101","Gas",1888
"101","Coal or Wood",864
"101","Oil",1425
"803","Oil",2494
"101","Gas",1054
"101","Electric",1152
"101","Oil",3076
"101","Gas",4046
"101",NA,2820
"101","Oil",2867
"101","Gas",2016
"101","Oil",1559
"101","Electric",2716
"101","Gas",1671
"101","Gas",1352
"101","Oil",1992
"101","Oil",982
"101","Oil",1460
"101","Oil",1624
"101","Oil",1186
"101","Oil",1385
"104","Gas",3440
"101","Gas",1248
"101","Oil",1360
"101","Gas",1646
"101","Electric",1552
"101","Electric",1552
"101","Electric",1552
"101","Electric",1552
"101","Gas",1944
"101","Oil",882
"101","Oil",1256
"101","Oil",1594
"101","Oil",1594
"101","Oil",1594
"101","Oil",1594
"104","Gas",2426
"101","Oil",1144
"101","Oil",1564
"101","Oil",1356
"101","Gas",2902
"101","Oil",2356
"071","Oil",1317
"101","Gas",1203
"101","Gas",1240
"101","Electric",1303
"101","Gas",1632
"101","Gas",2002
"101","Oil",1044
"101","Oil",962
"104","Gas",2981
"101","Oil",1706
"101","Gas",768
"101","Oil",4922
"104","Gas",2915
"101","Gas",2905
"101","Gas",1037
"101","Oil",1897
"104","Oil",3196
"104","Oil",3196
"104","Oil",3196
"104","Oil",3196
"101","Gas",3220
"101","Gas",1480
"101","Gas",1542
"101","Gas",1446
"101","Oil",1680
"959","Gas",5140
"959","Oil",4928
"101","Gas",4056
"101","Electric",1148
"101","Oil",1116
"101","Oil",2480
"101","Oil",1845
"101","Electric",1670
"101","Oil",2133
"101","Oil",1010
"101","Oil",1836
"101",NA,1404
"101","Gas",1848
"101","Gas",1533
"101","Electric",1553
"101","Gas",1922
"101","Gas",1270
"101","Oil",2086
"101","Electric",1204
"101","Oil",1068
"101","Oil",1511
"101","Oil",1482
"101","Oil",1208
"105","Oil",4188
"101","Gas",1944
"101","Oil",1200
"101","Gas",1050
"101","Oil",1085
"101","Gas",1991
"101","Gas",2960
"101","Electric",1728
"101","Oil",1846
"101","Oil",1455
"101","Gas",1836
"101","Oil",1810
"101","Gas",2006
"101","Electric",1372
"101","Electric",1608
"101","Gas",1916
"101","Oil",3782
"101","Oil",1639
"101","Electric",1623
"101","Oil",1086
"101","Gas",1428
"101","Gas",2208
"101","Oil",1452
"959","Oil",2531
"101","Oil",2480
"103","Oil",840
"101","Gas",2152
"101","Gas",1050
"101","Oil",1413
"101","Gas",1882
"104","Gas",1960
"109","Gas",720
"109","Gas",2259
"101","Oil",2539
"104","Gas",2180
"104","Oil",2362
"101","Oil",1336
"101","Gas",3159
"101","Gas",2364
"101","Gas",1452
"101","Oil",1152
"111","Gas",7272
"101","Gas",1459
"101","Gas",1506
"101","Gas",1148
"104","Gas",2044
"101","Gas",1040
"101","Gas",2799
"101",NA,960
"101","Gas",1672
"101","Oil",1056
"105","Gas",3224
"101","Oil",1008
"104","Oil",2120
"101","Gas",1482
"101","Oil",1196
"101","Oil",1402
"104","Oil",3078
"101","Gas",1100
"101","Gas",1434
"101","Oil",1995
"101","Oil",1256
"101","Gas",4132
"101","Gas",1083
"101","Oil",2066
"104","Gas",1872
"101",NA,1602
"101","Oil",1592
"101","Oil",1428
"101","Gas",2388
"101","Gas",1376
"101","Oil",1952
"101","Gas",1152
"105","Oil",3604
"970","Gas",1240
"101","Oil",1184
"101","Oil",2279
"101","Gas",1244
"101","Gas",1880
"101","Gas",2132
"101","Gas",2496
"101","Gas",2546
"101","Gas",1939
"101","Oil",2049
"101","Oil",1936
"101","Oil",2934
"104","Oil",1879
"101","Oil",2290
"101","Oil",1886
"104","Gas",2438
"101","Oil",912
"101","Oil",2555
"104","Oil",1934
"101","Gas",1388
"101","Oil",1393
"101","Oil",2122
"101","Gas",2246
"101","Oil",1128
"101","Oil",1152
"101","Oil",1076
"101","Oil",1862
"101","Gas",1404
"101","Oil",2594
"101","Gas",1468
"101","Oil",1140
"101","Electric",1384
"101","Gas",1386
"101","Gas",1512
"101","Gas",2420
"101","Oil",1372
"101","Oil",1236
"111","Oil",3260
"101","Oil",1132
"104","Gas",2640
"101","Gas",1185
"101","Oil",1326
"101","Oil",1232
"101","Oil",2480
"101","Oil",2480
"101","Oil",2480
"101","Oil",2480
"104","Gas",1939
"101","Oil",2256
"101","Oil",1144
"101","Gas",2400
"101","Gas",1248
"101","Oil",1794
"101","Oil",3202
"101","Oil",3202
"101","Oil",3202
"101","Oil",3202
"101","Electric",982
"101","Gas",2710
"104","Oil",2429
"101","Gas",1818
"101","Gas",1064
"101","Gas",1750
"101","Oil",2309
"101","Gas",1875
"101","Gas",1916
"101","Oil",2184
"101","Oil",1054
"101","Gas",2319
"101","Gas",740
"101","Gas",912
"101","Gas",2462
"101","Gas",2780
"101","Gas",3144
"101","Oil",1056
"101","Oil",1092
"104","Gas",2344
"104","Gas",1850
"101","Gas",1312
"101",NA,2906
"101","Gas",1396
"101","Gas",1037
"101","Gas",1992
"101","Gas",1464
"101","Gas",2059
"104","Oil",2420
"109","Gas",1453
"109","Gas",4578
"109","Oil",1710
"101","Oil",1812
"101","Gas",2048
"101","Oil",1596
"101","Electric",1820
"101","Gas",3448
"101","Gas",2555
"101","Gas",2555
"101","Gas",2555
"101","Gas",2555
"101","Oil",1253
"101","Oil",1144
"101","Gas",3710
"101","Gas",3710
"101","Gas",3710
"101","Gas",3710
"101","Gas",2227
"105","Gas",3030
"101","Gas",2020
"101","Gas",3442
"101","Oil",1388
"101","Oil",960
"104","Gas",2813
"101","Gas",2124
"101","Gas",2029
"101","Oil",1088
"101","Gas",1664
"101","Gas",1382
"101","Gas",1382
"101","Gas",1382
"101","Gas",1382
"101","Gas",2806
"101","Gas",2590
"101","Gas",2344
"101","Oil",1400
"101","Gas",1040
"101","Oil",1086
"101","Gas",1224
"101","Gas",1398
"101","Gas",1380
"101","Gas",1220
"101","Oil",1125
"101","Oil",2334
"101","Gas",3144
"101","Gas",1336
"101","Oil",1344
"101","Oil",950
"101","Gas",1008
"101","Gas",2001
"101","Electric",2030
"101","Oil",1280
"101","Gas",2177
"101","Gas",1604
"101","Electric",1700
"101","Oil",1300
"101","Gas",1536
"101","Oil",1711
"101","Oil",1040
"101","Gas",1111
"101","Gas",2819
"109","Oil",1116
"109","Oil",924
"101","Oil",1638
"101","Oil",1305
"101","Oil",1236
"101","Oil",1384
"101","Gas",3495
"101","Gas",1704
"101","Oil",1284
"101","Oil",1176
"101","Oil",1188
"101","Oil",1104
"104","Gas",2234
"101","Oil",1728
"101","Oil",864
"101","Oil",1548
"101","Oil",1344
"101","Gas",2740
"101","Electric",1344
"101","Oil",2281
"101","Gas",1842
"101","Oil",960
"101","Oil",1536
"101","Oil",1110
"101","Gas",2534
"101","Oil",1400
"101","Gas",1388
"101","Oil",1280
"101","Gas",1224
"101","Oil",1040
"101","Oil",1114
"101","Oil",1547
"101","Oil",1884
"101","Gas",1194
"101","Electric",1744
"101","Gas",2796
"101","Gas",2344
"101","Oil",1600
"101","Oil",1648
"101","Gas",1400
"101","Oil",1361
"101","Gas",1440
"101","Gas",1344
"101","Oil",1820
"101","Gas",912
"101","Gas",4068
"101","Gas",4068
"101","Gas",4068
"101","Gas",4068
"101","Gas",1839
"101","Oil",918
"101","Oil",1123
"101","Oil",1920
"101","Oil",816
"101","Gas",778
"101","Oil",1132
"101","Oil",1524
"101","Oil",972
"101","Gas",1442
"101","Oil",1328
"101",NA,874
"101","Gas",2851
"101","Oil",1440
"101","Oil",1037
"101","Oil",1123
"101","Oil",2016
"101","Gas",1344
"101","Oil",2564
"101","Gas",1304
"101","Gas",1849
"101","Oil",2019
"101","Oil",510
"101","Gas",1119
"101","Gas",2491
"101","Gas",1454
"101","Oil",2460
"101","Oil",1220
"101","Oil",1220
"101","Oil",1220
"101","Oil",1220
"101","Gas",2081
"104","Gas",1976
"101","Oil",1010
"101","Oil",1397
"101","Oil",1900
"101","Gas",1284
"101","Gas",676
"101","Oil",1694
"101","Oil",1507
"104","Gas",1584
"101","Oil",920
"101","Oil",1965
"101","Gas",975
"111","Gas",2400
"101","Gas",1601
"104","Gas",1567
"101","Oil",1200
"111","Gas",3040
"101","Gas",1040
"104","Oil",1536
"101","Oil",1512
"101","Oil",1002
"101","Oil",651
"101","Oil",900
"104","Gas",2142
"101","Oil",1008
"101","Oil",1232
"010","Oil",2033
"105","Gas",3660
"101","Oil",1130
"101","Oil",1134
"101","Gas",1352
"104","Gas",2322
"104","Oil",3102
"101","Gas",1800
"104","Gas",2950
"032","Oil",2491
"101","Gas",2793
"101","Oil",1344
"101","Gas",1388
"101","Oil",973
"101","Gas",1204
"111","Electric",3528
"101","Oil",1170
"101","Oil",2434
"101","Gas",1900
"111","Oil",3009
"101","Oil",1408
"101","Gas",1349
"101","Gas",1428
"101","Gas",1259
"101","Oil",1313
"101","Gas",1906
"101","Gas",2593
"101","Gas",3258
"104","Gas",2316
"101","Gas",1250
"101","Gas",2214
"104","Gas",2750
"104","Gas",2810
"101","Gas",1872
"101","Gas",2122
"105","Gas",3217
"101","Gas",2192
"101","Electric",1920
"101","Oil",2437
"101","Oil",936
"101","Oil",2758
"101",NA,956
"101","Oil",1286
"101","Oil",2582
"101","Oil",1979
"101","Gas",1329
"101","Oil",1098
"101","Gas",2380
"101","Gas",3213
"101","Gas",2700
"101","Oil",1890
"101","Oil",2055
"101","Gas",1224
"101","Gas",1752
"101","Gas",1752
"101","Gas",1752
"101","Gas",1752
"101","Gas",3024
"101","Gas",1396
"101","Electric",1472
"101","Oil",2493
"101","Gas",925
"104","Oil",2534
"104","Oil",3125
"101","Gas",2428
"101","Oil",1044
"101","Gas",1720
"101","Oil",1236
"101","Oil",1495
"101","Oil",1208
"105","Oil",3492
"101","Gas",1510
"101","Gas",1248
"101","Oil",1504
"101","Oil",2667
"101","Gas",1222
"101","Gas",768
"101",NA,912
"101","Oil",911
"101","Oil",1232
"101","Oil",1056
"101","Oil",1512
"101","Oil",1950
"111","Gas",3380
"101","Oil",782
"101","Gas",2913
"101","Gas",2016
"101","Gas",1538
"101","Gas",1916
"101","Oil",1764
"101","Oil",1248
"111","Oil",3840
"101","Gas",1092
"104","Gas",2381
"101","Gas",1710
"101","Gas",2425
"101","Gas",3414
"101","Gas",2664
"101","Oil",1620
"101","Gas",4254
"101","Oil",1172
"105","Electric",2441
"101","Oil",1996
"101","Oil",1116
"101","Gas",1944
"101","Oil",1710
"101","Gas",959
"101","Oil",1505
"101","Oil",1684
"101","Oil",1680
"101","Oil",1344
"101","Gas",1216
"101","Oil",1440
"101","Electric",1200
"101","Gas",1503
"101","Gas",1120
"101","Oil",2328
"101","Gas",2891
"104","Oil",1872
"101","Oil",1455
"104","Gas",1872
"104","Gas",2080
"104","Gas",1728
"101","Oil",1288
"101","Gas",1836
"101","Gas",1365
"101","Gas",816
"101","Oil",960
"101","Gas",1807
"101","Oil",888
"101","Oil",1222
"101","Oil",2124
"101","Oil",1512
"104","Gas",1736
"101","Gas",1970
"104","Gas",2352
"101","Gas",1874
"101","Gas",1874
"101","Gas",1874
"101","Gas",1874
"104","Oil",3855
"101","Gas",853
"104","Gas",2598
"101","Gas",2018
"101","Gas",1632
"101","Oil",2488
"101","Gas",2271
"101","Oil",2517
"101","Oil",1680
"104","Oil",3173
"101","Gas",1383
"101","Gas",3163
"101","Gas",1037
"101","Gas",2184
"101","Gas",1632
"101","Gas",4172
"101","Gas",1230
"101","Oil",1874
"101","Oil",1352
"101","Gas",2032
"109","Gas",788
"109","Gas",2540
"101","Oil",1451
"104","Gas",2590
"101","Gas",2715
"101","Gas",3008
"101","Gas",1645
"104","Gas",2594
"101","Gas",1341
"101","Oil",1458
"101","Gas",1344
"101","Gas",957
"104","Oil",2244
"910","Electric",1534
"101","Gas",1560
"101","Gas",1304
"105","Gas",2880
"101","Electric",1313
"101","Oil",1008
"101","Electric",1920
"104","Gas",2075
"101","Oil",1860
"101","Gas",3169
"104","Oil",2467
"101","Oil",1048
"101","Gas",2310
"101","Gas",1764
"104","Gas",2040
"101","Gas",1176
"101","Gas",2471
"101","Oil",1002
"101","Electric",1136
"959","Gas",1992
"101","Oil",2113
"101","Oil",1264
"101","Oil",2232
"101","Oil",1701
"101","Oil",2158
"101","Gas",2306
"101","Oil",1036
"101","Gas",1792
"101","Electric",1840
"101","Gas",3576
"101","Gas",3576
"101","Gas",3576
"101","Gas",3576
"101","Gas",1107
"109","Oil",2088
"109","Electric",1288
"101","Gas",1872
"101","Electric",1232
"101","Oil",1416
"101","Oil",1224
"713","Oil",1630
"101","Oil",2988
"101","Oil",1364
"071","Oil",1244
"101","Oil",1560
"101","Gas",1460
"101","Oil",1638
"101","Oil",2258
"101","Gas",3341
"101","Gas",2472
"101","Gas",940
"101","Oil",2395
"101","Gas",1224
"101","Oil",1632
"101","Oil",1118
"101","Gas",2690
"101","Oil",1640
"101","Oil",1960
"101","Gas",1826
"101","Gas",1308
"101","Oil",1829
"101","Gas",912
"101","Oil",3088
"101","Oil",2628
"101","Gas",1008
"101","Oil",2472
"712","Oil",1960
"101","Oil",2284
"101","Oil",1446
"101","Oil",1026
"101","Oil",1672
"101","Gas",2191
"101","Gas",1436
"101","Gas",775
"101","Gas",2800
"101","Gas",1438
"101","Gas",3464
"101","Electric",1344
"101","Oil",1706
"101","Gas",1700
"101","Gas",1488
"101","Gas",1488
"101","Gas",1488
"101","Gas",1488
"101","Oil",1638
"101","Oil",888
"101","Oil",1397
"101","Oil",1399
"101","Oil",1350
"101","Oil",2216
"101","Oil",1804
"101","Oil",1196
"101",NA,895
"101","Oil",2328
"101","Oil",3096
"101","Oil",3096
"101","Oil",3096
"101","Oil",3096
"101","Gas",1800
"101","Oil",1820
"101","Oil",1000
"101","Oil",1500
"101","Oil",2050
"101","Gas",3386
"101","Oil",1056
"101","Gas",2357
"101","Oil",1992
"101","Gas",1496
"101","Oil",964
"101","Gas",3692
"101","Oil",1505
"104","Gas",2272
"101","Oil",1883
"101",NA,1768
"101",NA,1768
"101","Oil",1768
"101","Oil",1768
"101","Oil",2030
"101","Gas",1235
"105","Oil",3169
"104","Oil",2446
"101","Gas",2387
"101","Oil",992
"101","Oil",2158
"101",NA,2020
"104","Oil",2877
"101","Oil",1476
"104","Gas",3286
"101","Gas",2554
"104","Gas",2470
"101","Gas",1162
"101","Gas",988
"101",NA,2042
"101","Gas",912
"101","Gas",2107
"111","Oil",4052
"101","Gas",2116
"101","Gas",1749
"101","Gas",1620
"101","Oil",2146
"101","Oil",1247
"111","Oil",2652
"111","Oil",3050
"104","Oil",1600
"101","Oil",1008
"104","Coal or Wood",2004
"101","Oil",1274
"101","Gas",1368
"101","Oil",972
"104","Gas",1632
"105","Gas",3024
"101","Oil",2700
"101","Gas",3000
"101","Gas",1650
"101","Oil",2274
"101","Gas",2570
"105","Gas",2280
"101","Gas",1462
"101","Gas",1376
"104","Oil",1960
"101","Oil",2626
"101","Oil",1302
"101","Gas",1264
"101","Gas",2542
"101","Oil",2102
"101","Oil",2288
"101","Gas",1334
"101","Gas",3514
"104","Oil",3480
"101","Oil",2854
"101","Gas",1080
"101","Gas",2859
"104","Oil",2082
"101","Oil",1423
"101","Oil",1952
"101","Gas",1542
"101","Gas",2767
"101","Oil",1176
"101","Oil",1180
"101","Oil",1952
"101","Oil",1208
"101","Oil",1346
"104","Oil",1728
"101","NONE",2080
"101","NONE",2080
"101","Oil",2080
"101","Oil",2080
"101","Electric",1000
"101","Oil",1464
"101","Gas",2637
"101","Gas",2152
"101","Gas",1092
"101","Gas",2657
"101","Gas",2052
"104","Gas",1984
"101","Gas",1026
"105","Gas",3024
"101","Oil",1892
"104","Oil",2460
"101","Gas",1228
"101","Gas",1228
"101","Gas",1228
"101","Gas",1228
"101","Gas",1850
"101","Oil",1337
"101","Gas",1848
"101","Gas",2444
"101","Gas",1945
"104","Gas",2457
"101","Oil",2214
"101","Gas",1704
"101","Oil",1176
