"USECODE_char","FUELTYPE","AREASQ","STORYHEIGHT","USECODE"
"Single Family Residence","OIL",2228,2,101
"Single Family Residence","OIL",2018,2,101
"Single Family Residence","GAS",1976,2,101
"Single Family Residence","OIL",2536,2,101
"Single Family Residence","OIL",2117,1.7,101
"Single Family Residence","OIL",1068,1,101
"Single Family Residence","OIL",2014,1,101
"Single Family Residence","OIL",2389,1,101
"Single Family Residence","GAS",1960,1,101
"Single Family Residence","GAS",2279,1,101
"Single Family Residence","GAS",2805,1,101
"Single Family Residence","GAS",2609,2,101
"Single Family Residence","GAS",3990,1,101
"Single Family Residence","GAS",2060,1,101
"Single Family Residence","GAS",2598,1,101
"Single Family Residence","OIL",1975,1,101
"Single Family Residence","OIL",1692,1,101
"Single Family Residence","GAS",2544,1,101
"Single Family Residence","GAS",1648,1,101
"Single Family Residence","OIL",2576,2,101
"Single Family Residence","OIL",1595,1,101
"Single Family Residence","OIL",1143,1,101
"Single Family Residence","GAS",4022,1,101
"Single Family Residence","GAS",2428,2,101
"Single Family Residence","OIL",1356,1,101
"Single Family Residence","OIL",1282,1,101
"Single Family Residence","OIL",1491,1,101
"Single Family Residence","OIL",2668,1.7,101
"Single Family Residence","OIL",1732,1,101
"Single Family Residence","OIL",1380,1,101
"Single Family Residence","OIL",1252,1,101
"Single Family Residence","OIL",1204,1,101
"Single Family Residence","OIL",2624,2,101
"Single Family Residence","OIL",1808,1,101
"Single Family Residence","OIL",1204,1,101
"Single Family Residence","OIL",1382,1,101
"Single Family Residence","OIL",1492,1,101
"Single Family Residence","OIL",1174,1,101
"Single Family Residence","OIL",1282,1,101
"Single Family Residence","OIL",1256,1,101
"Single Family Residence","OIL",1139,1,101
"Single Family Residence","OIL",1118,1,101
"Single Family Residence","OIL",1224,1,101
"Single Family Residence","OIL",1873,1.7,101
"Single Family Residence","OIL",1008,1,101
"Single Family Residence","OIL",2103,1,101
"Single Family Residence","OIL",2724,1,101
"Single Family Residence","OIL",1703,1,101
"Single Family Residence","OIL",1008,1,101
"Single Family Residence","OIL",2080,1,101
"Single Family Residence","OIL",2338,1,101
"Single Family Residence","OIL",1368,1,101
"Single Family Residence","OIL",1656,1,101
"Single Family Residence","OIL",1715,1,101
"Single Family Residence","ELECTRIC",1703,1,101
"Single Family Residence","OIL",1524,1,101
"Single Family Residence","OIL",1415,1,101
"Single Family Residence","OIL",1600,1,101
"Single Family Residence","OIL",1680,1,101
"Single Family Residence","OIL",1703,1,101
"Single Family Residence","OIL",1724,1,101
"Single Family Residence","OIL",2752,2,101
"Single Family Residence","GAS",3576,2,101
"Single Family Residence","OIL",1415,1,101
"Single Family Residence","OIL",1703,1,101
"Single Family Residence","OIL",1008,1,101
"Single Family Residence","ELECTRIC",1456,1,101
"Single Family Residence","OIL",1392,1,101
"Single Family Residence","OIL",2063,1,101
"Single Family Residence","GAS",1432,1,101
"Single Family Residence","OIL",2444,1,101
"Single Family Residence","OIL",1584,1,101
"Single Family Residence","OIL",2514,2,101
"Single Family Residence","OIL",1456,1,101
"Single Family Residence","OIL",1998,1,101
"Single Family Residence","OIL",2137,1.7,101
"Single Family Residence","OIL",1946,2,101
"Single Family Residence","OIL",1398,1,101
"Single Family Residence","OIL",1940,2,101
"Single Family Residence","OIL",1605,1,101
"Single Family Residence","OIL",2693,2,101
"Single Family Residence","OIL",1175,1,101
"Single Family Residence","GAS",2490,1,101
"Single Family Residence","OIL",1415,1,101
"Single Family Residence","OIL",3995,2,101
"Single Family Residence","OIL",2412,1,101
"Single Family Residence","OIL",1660,1,101
"Single Family Residence","OIL",2896,2,101
"Single Family Residence","OIL",1660,1,101
"Single Family Residence","OIL",1960,1,101
"Single Family Residence","GAS",1324,1,101
"Single Family Residence","GAS",1383,1,101
"Single Family Residence","GAS",1946,1,101
"Single Family Residence","OIL",1367,1,101
"Single Family Residence","OIL",1703,1,101
"Single Family Residence","OIL",1344,1,101
"Single Family Residence","GAS",1615,1,101
"Single Family Residence","OIL",2000,1,101
"Single Family Residence","GAS",1096,1,101
"Single Family Residence","OIL",1528,1,101
"Single Family Residence","ELECTRIC",1648,1,101
"Single Family Residence","OIL",1360,1,101
"Single Family Residence","OIL",1952,1,101
"Single Family Residence","OIL",1672,1,101
"Single Family Residence","OIL",1888,1,101
"Single Family Residence","OIL",1360,1,101
"Single Family Residence","OIL",1703,1,101
"Single Family Residence","GAS",2240,2,101
"Single Family Residence","GAS",1912,1,101
"Single Family Residence","GAS",2292,1,101
"Single Family Residence","GAS",2144,1,101
"Single Family Residence","GAS",2282,1,101
"Single Family Residence","GAS",2356,1,101
"Single Family Residence","GAS",1968,1,101
"Single Family Residence","GAS",2456,1,101
"Single Family Residence","GAS",1445,1,101
"Single Family Residence","GAS",1599,1,101
"Single Family Residence","GAS",1371,1,101
"Single Family Residence","GAS",1175,1,101
"Single Family Residence","GAS",2361,1.7,101
"Single Family Residence","OIL",1293,1,101
"Single Family Residence","OIL",1736,1,101
"Single Family Residence","OIL",2080,2,101
"Single Family Residence","OIL",2922,2,101
"Single Family Residence","OIL",3082,1.7,101
"Single Family Residence","OIL",768,1,101
"Single Family Residence","OIL",2048,1,101
"Single Family Residence","GAS",2950,1,101
"Single Family Residence","GAS",2132,2,101
"Single Family Residence","OIL",1947,1,101
"Two-Family","OIL",1800,1,104
"Single Family Residence","OIL",1912,1,101
"Single Family Residence","GAS",2072,1,101
"Single Family Residence","OIL",2346,1,101
"Single Family Residence","OIL",1976,2,101
"Single Family Residence","OIL",2786,1,101
"Single Family Residence","OIL",1163,1,101
"Single Family Residence","OIL",2866,2,101
"Single Family Residence","OIL",1942,2,101
"Single Family Residence","OIL",3040,2,101
"Single Family Residence","OIL",2404,1.7,101
"Single Family Residence","OIL",1296,1,101
"Single Family Residence","OIL",1694,1,101
"Single Family Residence","OIL",2480,1,101
"Single Family Residence","OIL",1908,1,101
"Single Family Residence","OIL",2112,1.7,101
"Single Family Residence","OIL",1659,2,101
"Single Family Residence","GAS",3080,1,101
"Single Family Residence","OIL",2046,2,101
"Single Family Residence","ELECTRIC",2004,1,101
"Single Family Residence","OIL",2406,1,101
"Single Family Residence","OIL",1758,1,101
"Single Family Residence","OIL",2606,1,101
"Single Family Residence","OIL",1210,1,101
"Single Family Residence","OIL",4452,2,101
"Single Family Residence","GAS",1371,1,101
"Single Family Residence","GAS",1344,1,101
"Single Family Residence","GAS",1371,1,101
"Single Family Residence","GAS",1175,1,101
"Single Family Residence","GAS",2210,1,101
"Single Family Residence","GAS",2004,1,101
"Single Family Residence","GAS",2316,1,101
"Single Family Residence","GAS",1150,1,101
"Single Family Residence","GAS",1831,1,101
"Single Family Residence","GAS",1175,1,101
"Single Family Residence","GAS",1175,1,101
"Single Family Residence","GAS",1175,1,101
"Single Family Residence","GAS",1526,1,101
"Single Family Residence","GAS",2328,1,101
"Single Family Residence","GAS",1652,1,101
"Single Family Residence","GAS",2160,1,101
"Single Family Residence","GAS",1180,1,101
"Single Family Residence","GAS",2184,1,101
"Single Family Residence","OIL",1308,2,101
"Single Family Residence","OIL",1402,1,101
"Single Family Residence","OIL",1470,1.7,101
"Single Family Residence","OIL",1437,1,101
"Single Family Residence","OIL",2503,1.7,101
"Single Family Residence","OIL",1748,1,101
"Single Family Residence","OIL",748,1,101
"Single Family Residence","OIL",2909,1,101
"Single Family Residence","OIL",1266,1,101
"Single Family Residence","GAS",2452,2,101
"Single Family Residence","GAS",2692,2,101
"Single Family Residence","GAS",3370,2,101
"Single Family Residence","GAS",3362,2,101
"Single Family Residence","GAS",2898,2,101
"Single Family Residence","GAS",3688,2,101
"Single Family Residence","GAS",2718,2,101
"Single Family Residence","GAS",2336,2,101
"Single Family Residence","OIL",2174,1.7,101
"Single Family Residence","GAS",3833,1,101
"Single Family Residence","GAS",1161,1,101
"Single Family Residence","OIL",2022,2,101
"Single Family Residence","OIL",1609,1,101
"Single Family Residence","OIL",1521,1,101
"Single Family Residence","OIL",1456,1.7,101
"Single Family Residence","OIL",3336,2,101
"Single Family Residence","OIL",1496,1,101
"Single Family Residence","OIL",2924,2,101
"Single Family Residence","OIL",1572,1.7,101
"Single Family Residence","OIL",1725,1,101
"Single Family Residence","OIL",2696,1,101
"Single Family Residence","OIL",2226,1.7,101
"Single Family Residence","OIL",1526,1,101
"Single Family Residence","OIL",3576,1,101
"Single Family Residence","GAS",2354,1,101
"Single Family Residence","GAS",1640,1,101
"Single Family Residence","GAS",1759,1,101
"Single Family Residence","GAS",4504,2,101
"Single Family Residence","GAS",2014,2,101
"Single Family Residence","OIL",1896,1,101
"Single Family Residence","OIL",3323,1,101
"Single Family Residence","OIL",800,1,101
"Single Family Residence","OIL",3244,2,101
"Single Family Residence","OIL",2758,2,101
"Single Family Residence","GAS",2014,2,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",1512,1,101
"Single Family Residence","GAS",1496,1,101
"Single Family Residence","GAS",1848,1,101
"Single Family Residence","GAS",2508,2,101
"Single Family Residence","GAS",2434,1,101
"Single Family Residence","GAS",3080,2,101
"Single Family Residence","GAS",2200,1,101
"Single Family Residence","OIL",1569,1.7,101
"Single Family Residence","OIL",1658,1,101
"Single Family Residence","GAS",1518,1,101
"Single Family Residence","GAS",2430,1,101
"Single Family Residence","GAS",1786,1,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",1780,1,101
"Single Family Residence","GAS",1504,1,101
"Single Family Residence","GAS",1586,1,101
"Single Family Residence","GAS",1156,1,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",1652,1,101
"Single Family Residence","GAS",1748,1,101
"Single Family Residence","GAS",1960,2,101
"Single Family Residence","GAS",1683,1,101
"Single Family Residence","GAS",2382,1,101
"Single Family Residence","GAS",1560,1,101
"Single Family Residence","GAS",1500,1,101
"Single Family Residence","GAS",960,1,101
"Single Family Residence","GAS",3289,1,101
"Single Family Residence","GAS",2274,1,101
"Single Family Residence","GAS",1518,1,101
"Single Family Residence","GAS",2972,1,101
"Single Family Residence","GAS",2048,1,101
"Single Family Residence","GAS",1652,1,101
"Single Family Residence","GAS",1702,1,101
"Single Family Residence","GAS",1812,1,101
"Single Family Residence","GAS",2444,1,101
"Single Family Residence","GAS",2596,1,101
"Single Family Residence","GAS",1496,1,101
"Single Family Residence","GAS",1944,1,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",1512,1,101
"Single Family Residence","GAS",1744,1,101
"Single Family Residence","GAS",1624,1,101
"Single Family Residence","GAS",2322,2,101
"Single Family Residence","GAS",2288,1,101
"Single Family Residence","GAS",2192,1,101
"Single Family Residence","OIL",1536,1,101
"Single Family Residence","GAS",1463,1,101
"Single Family Residence","GAS",1936,1,101
"Single Family Residence","GAS",1582,1,101
"Single Family Residence","GAS",1704,1,101
"Single Family Residence","GAS",1540,1,101
"Single Family Residence","GAS",1608,1,101
"Single Family Residence","GAS",1672,1,101
"Single Family Residence","GAS",2232,1,101
"Single Family Residence","GAS",2943,1,101
"Single Family Residence","GAS",2344,1,101
"Single Family Residence","GAS",2048,1,101
"Single Family Residence","GAS",2384,1,101
"Single Family Residence","GAS",2810,1,101
"Single Family Residence","GAS",1104,1,101
"Single Family Residence","GAS",2232,1,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",1612,1,101
"Single Family Residence","GAS",3010,1,101
"Single Family Residence","GAS",2204,1,101
"Single Family Residence","GAS",1764,1,101
"Single Family Residence","GAS",2572,1,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",2430,1,101
"Single Family Residence","GAS",2204,2,101
"Single Family Residence","GAS",1628,1,101
"Single Family Residence","GAS",1744,1,101
"Single Family Residence","GAS",1536,1,101
"Single Family Residence","GAS",1572,1,101
"Single Family Residence","GAS",1903,1,101
"Single Family Residence","GAS",2136,2,101
"Single Family Residence","GAS",2712,1,101
"Single Family Residence","GAS",1417,1,101
"Single Family Residence","GAS",1954,1,101
"Single Family Residence","GAS",1482,1,101
"Single Family Residence","GAS",1519,1,101
"Single Family Residence","GAS",1948,1,101
"Single Family Residence","GAS",2624,1,101
"Single Family Residence","GAS",2668,1,101
"Single Family Residence","GAS",1500,1,101
"Single Family Residence","GAS",3120,2,101
"Single Family Residence","GAS",1644,1,101
"Single Family Residence","GAS",3360,2,101
"Single Family Residence","GAS",1672,1,101
"Single Family Residence","GAS",960,1,101
"Single Family Residence","GAS",1511,1,101
"Single Family Residence","GAS",1766,1,101
"Single Family Residence","GAS",1812,1,101
"Single Family Residence","GAS",2140,1,101
"Single Family Residence","GAS",3288,1.7,101
"Single Family Residence","GAS",1360,1,101
"Single Family Residence","OIL",1714,1,101
"Single Family Residence","GAS",1540,1,101
"Single Family Residence","GAS",1804,1,101
"Housing, Other","GAS",1968,1,959
"Single Family Residence","GAS",1912,1,101
"Single Family Residence","GAS",2572,1,101
"Single Family Residence","GAS",1968,1,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",2188,1,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",1372,1,101
"Single Family Residence","GAS",1856,1,101
"Single Family Residence","GAS",1900,1,101
"Single Family Residence","GAS",1812,1,101
"Single Family Residence","GAS",1604,1,101
"Single Family Residence","GAS",1560,1,101
"Single Family Residence","GAS",960,1,101
"Single Family Residence","GAS",1540,1,101
"Single Family Residence","GAS",1496,1,101
"Single Family Residence","GAS",1168,1,101
"Single Family Residence","GAS",1710,1,101
"Single Family Residence","GAS",2056,1,101
"Single Family Residence","GAS",1744,1,101
"Single Family Residence","GAS",1914,1,101
"Single Family Residence","GAS",2084,2,101
"Single Family Residence","GAS",2354,1,101
"Single Family Residence","GAS",1752,1,101
"Single Family Residence","GAS",3340,2,101
"Single Family Residence","GAS",2578,1,101
"Single Family Residence","GAS",960,1,101
"Single Family Residence","GAS",1904,1,101
"Single Family Residence","GAS",1638,1,101
"Single Family Residence","GAS",1306,1,101
"Single Family Residence","GAS",1252,1,101
"Single Family Residence","GAS",2237,1,101
"Single Family Residence","GAS",2786,1,101
"Single Family Residence","GAS",2404,1,101
"Single Family Residence","GAS",1878,1,101
