Town	Use code	Description	Stories	Stories_Desc	Style	Style Description	Living Area	Heat fuel	Fuel Description	Heat type	Type description
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2551	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2551	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2552	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2552	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2552	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2552	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2553	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2555	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2555	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2557	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2558	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2559	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2560	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2560	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2561	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2562	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2562	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2562	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2562	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2563	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2564	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2564	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2564	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2567	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2568	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2568	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2568	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2568	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2572	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2572	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2574	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2576	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2576	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2576	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2576	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2576	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2576	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2577	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2579	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2579	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2580	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2580	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2580	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2580	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2580	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2580	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2582	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2582	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2583	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2583	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2583	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2584	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2584	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2585	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2586	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2588	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2588	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2590	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2591	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2592	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2592	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2592	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2592	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2592	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2592	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2593	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2593	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2594	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2595	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2595	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2596	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2597	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2598	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2598	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2599	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2600	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2600	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2600	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2601	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2602	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2604	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2604	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2605	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2606	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2608	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2608	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2608	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2608	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2608	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2609	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2609	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2609	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2609	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2611	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2611	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2611	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2612	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2613	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2613	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2614	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2614	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2615	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2616	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2618	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2619	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2619	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2622	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2624	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2624	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2624	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2626	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2628	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2630	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2630	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2632	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2632	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2632	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2632	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2632	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2632	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2634	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2634	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2634	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2635	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2635	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2635	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2637	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2638	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2640	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2640	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2640	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2641	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2642	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2643	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2644	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2644	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2645	2	Oil	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2646	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2646	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2646	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2646	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2647	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2648	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2648	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2648	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2648	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2650	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2652	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2654	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2656	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2656	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2656	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2658	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2659	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2660	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2661	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2664	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2664	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2664	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2668	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2668	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2668	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2668	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2668	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2672	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2672	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2673	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2673	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2674	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2676	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2676	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2678	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2679	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2679	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2680	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2680	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2682	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2684	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2684	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2684	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2688	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2688	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2688	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2689	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2690	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2692	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2693	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2694	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2694	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2695	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2696	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2696	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2696	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2700	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2700	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2700	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2704	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2704	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2704	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2705	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2705	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2708	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2708	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2709	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2709	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2711	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2712	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2712	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2716	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2717	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2722	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2722	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2722	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2724	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2727	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2728	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2731	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2731	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2732	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2734	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2735	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2736	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2736	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2736	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2736	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2736	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2737	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2738	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2741	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2742	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2742	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2744	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2744	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2744	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2745	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2745	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2746	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2747	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2748	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2748	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2748	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2748	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2748	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2749	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2752	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2752	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2752	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2752	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2752	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2752	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2755	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	2	2 Stories	3	Colonial	2760	2	Oil	5	Hot Water
